,tweet,sentiment
6154,thank you ! dming now,4
6155,yes when i land,2
6156,3349 be suppose to be in little rock at 10am this morning,0
6157,poor customer service be just unacceptable also how bout the surfer on the front of your website noloveforsurfers pretend,0
6158,he be try to take stuff from the under the seat in front of him and bugging out throughout the flight did not feel safe,0
6159,do you have any sort of live chat feature ? we 're in the uk right now and that call would cost u alot E_FROWN,2
6160,all up to date ca not update via google play,2
6161,crew keep safety top of mind in clt,4
6162,hi i have koa-lax-phl-ord book a a 1-way savr awrd if i call to chnge it to koa-lax-phx-ord would i have to pay any fee,2
6163,thanks,4
6164,i need a breakdown of what the `` international surcharge '' on my flight cover please help,2
6165,adopting 2 yr old child from ethiopia flying from add to grr on 2/28 need to add child to reservation and get cost help ! thx,2
6166,i 'm sure they do it 's certainly chilly back east today ! 😮,2
6167,how can customer get in touch with you internationally from mexico for lose baggage,2
6168,trying to make an online flight booking problems one way from barbados -nyc but wont let me a say i need a barbados cc why ? ? !,0
6169,with about 25 people try to get on flight,2
6170,weather bc of system outage hopefully everything go smoothly now thank you for follow up,4
6171,that 's great ! pls let me know when u start !,4
6172,cancelled flightled my flight and i 'm strand in st. louis not sure what to do no other flight until tomorrow am i to sleep in airpt,0
6173,i 'm delayed in tys 5015 likely gon na miss my connection in clt to cun got ta get there today can you help me ?,0
6174,seats gvn away 7 stranger in 2 chicago rented van drove to toledo no help no offer no hotel,0
6175,4285 apparently we ’ re told staff on the ground keep promising to come and they don ’ t,0
6176,thanks !,4
6177,so i guess you can get to the airport too early ! need to wait 10mins to checkin really ?,0
6178,i do but no one can find the bag and we need everything in it in the next two hour,0
6179,making sure your flight be not delayed due to poor maintenance would be a start,0
6180,2 hour to be answer on a call ?,2
6181,thank you !,4
6182,reboked me after i miss my flight never call me and i didnt check my email i cont,0
6183,2 cancelled flighted flight late flightr agent claimed she put me on a new flight but then cancelled flighted it coworker get on flight- now delayed now ?,0
6184,i send you an urgent message via eservicehandle bg0kwm narayanan please respond asap also no local united tel kul,2
6185,i have to pay extra co that flight be `` no longer available '' just because it would not accept my us card for a 1 way into nyc,0
6186,i 've be try to call you for day and every time the system be overload and disconnect really ? a global company ? help !,0
6187,finally !,4
6188,why be the ticket line in las vegas so unorganized ? ? mass craziness half of the ticket station unmanned,0
6189,i be only try to get my email what be you talk about ? what most business people ee_teaseect from airline wifi,0
6190,45mins wait on the phone with no option for a callback ? finally have to hang up because my phone be die customerservice,0
6191,ceo battle to appease passenger investor toledo blade,2
6192,cancelled flightling ticket for 3 best friend go on vacation and never told u jetblue fixthis ripof,0
6193,flight take off from iad this afternoon ?,2
6194,i already let them know and sent 4 complaint got a call back finally when i be asleep and there be no return call back,0
6195,over an hour stuck and still not off the plane total failure by you and your partner in ensure the best customer ee_teaseerience,0
6196,amen !,2
6197,you be do a horrible job at jfk you need to rethink how you put these route together unprofessional,0
6198,i 'm fly ua but *g with a3,2
6199,why cancelled flight flight today ? no precipitation to be scar of ! ❄️❄️❄️,0
6200,i hope this be not a real life scene out of the movie 'flight,0
6201,thx for nothing on get u out of the country and back to us broken plane ? come on get another one,0
6202,nope called lose the seat preference i paid for and here i still sit we 'l see what happens w/ my flight late flightr,0
6203,have mom sit for 3 hour wait for a flight they ultimately cancelled flighted to give her a tuesday morning flight no compensation ugh,0
6204,you guy rule i will dm you lt 3 thank you,4
6205,flight 1183 to orlando,2
6206,ty ! but their site say `` please note that we do not offer a print subscription service for american way,0
6207,maybe on my return trip 👍,4
6208,next once we arrive to atlanta we wait a full hour before our luggage be place on a carousel one hour !,0
6209,terrible ee_teaseerience on ua415 on 17th 1st exit row in economy have zero legrom have same row book for return but ca not change,0
6210,so what ’ s the deal ? do u provide voucher for overnight or be i cozy on the floor at ohare ? gross helpmeplease anyonethere,2
6211,yes ground crew finally show up so plane could depart very late flight,0
6212,i have be on hold for over one hour wait to reschedule a flight how much longer should i ee_teaseect ?,0
6213,you are the best airways ! follow me pleasee_wink🙏🙏🙏✌️✌️✌️🙏🙏🙏,4
6214,the best be your 800 message say to use website and your website be say you need to call if you do not answer hardtodo,0
6215,i be completely ripped of by us airways today never fly this airline i be contact my local news,0
6216,that 's absolutely horrible customer service the person suppose to call me ca not immediately call back when disconnect ? ? ?,0
6217,yeah sorry but there 's always a problem with united and you have an international reputation for have problem,0
6218,i fail to see how tell a caller that a bag may take `` 18 hour '' to get from jfk to brooklyn be `` the best we can,0
6219,translation we do not reinvest our mammoth profit into the customer service ee_teaseerience 'cause we do not care,0
6220,i 'l dm you,2
6221,please upload the march on-demand entertainment listing on your website ! ✈️,2
6222,thank you for the confirmation,4
6223,just get the rr credit card and get the point of family that way,2
6224,if i could/wanted to call i would not use the internet to make a reservation site wo not work on chrome on several computer,0
6225,just lose my business enjoy your profit,0
6226,thanks !,4
6227,we 're still wait to find out your rep be work hard most upset about have to wait to tomorrow pm to get to mammoth,0
6228,we might need a plane to get somewhere but just remember that you be not the only choice makeovertime customerserviceplease,0
6229,any idea where the plane for flight 672 be come from ? i thought flight 305 from jfk but that would not ee_teaselain delay,0
6230,please give tara g a pat on the back and praise she be very very helpful she be at phl member lounge,4
6231,thanks so much ! ❤️✨ very relax flight !,4
6232,i do set up notification through aa amp us airway still nothing,0
6233,thanks very much ! i get thru on the phone amp everything be fine just love the website amp ap ! thanks for work on it !,4
6234,be the big joke of a company i will never fly with them again ! 3 day now wait for my bag they do not even know where it be !,0
6235,not cool to announce a flight `` delay '' when everyone be check in a 4 hour delay bdl-dca with a staff offering no help,0
6236,united flight ua3774 after two delay just cancelled flightled no ee_teaselanation amp no more flight to norfolk that be not book renting a car,0
6237,why be there no early morning flight from hnl to anywhere in the continental us ? example- monday 4/20 need flight to phl,2
6238,thank you great customer service so far accidents happen i understand hopefully everything work out,4
6239,what 's up with the broken tv in seat 6f on flight 1818 today ? planned to catch the game ! no,0
6240,132 character do not cover my reason i 'm afraid,0
6241,seriously doubt that a i be still sit inside at the gate,0
6242,rhonda c. at atlanta airport redeem you guy she get u straighten out,4
6243,bumping people off a flight ten minute before takeoff because the flight be overboked fail,0
6244,on hold for 30 min place on hold then hung up on 2nd time in 2 day only look for group rate bos-sju 5-12 to 5-19 10 people,0
6245,that 's what be on my ticket and my confirmation email anything else ?,2
6246,thanks so much !,4
6247,left u have to stay on other flight until they get bag off this suck had to run with a baby and bag !,0
6248,thanks for the miserable trip gnv lt lt lt fsd on 2.19-2.21,0
6249,free cable out of this world technology and a man dream come true free and portable ? ? ? !,2
6250,can you tell me jet airways award availability ?,2
6251,90 min delay thanks to `` maintenance issue '' thanks for waste a day,0
6252,worked now ty,4
6253,hey guy just want to say i have the best flight ever ! thank you so much i fell asleep and actually have a wet dream,4
6254,u guy suck,0
6255,flight 4500 and 403 delayed for `` crew availability ? '' what give ? i 'm get to tpa 2.5 hr past my schedule arrival,0
6256,thank you for fly me out of the mess at iad and out to san diego,4
6257,and here i thought american be bad horrible service over 2:30 min late flight no excuse !,0
6258,my flight be cancelled flightled yesterday and move to today then while at my stop in dc my flight be delayed due to lack of crew us4485,0
6259,any way to get through the 50 minute wait to book a flight ?,0
6260,great flight a always ! thank you to the great crew on flight 475 ! travel jetblue,4
6261,my flight be cancelled flightled and you guy be not answering the phone what do i do ?,0
6262,once united 's service level reach those of etihad or let be more realistically lufthansa then ill consider it again,0
6263,terrible response ! how about someone pick up the phone and call me it be now 49 hours with no luggage,0
6264,first flight be cancelled flightled been on hold for 4 hour need information and get none help ?,0
6265,no not help one bit actually end up drive home due to extreme disorganization and lack of communication,0
6266,i wish i be fly cancelled flightled our flight tomorrow and never notify u flyus ripof,0
6267,'s computer system be down ca not leave without a flight plan ! any eta american air ?,0
6268,get my bag 35 hour late flightr and an offer of 50 to go pick them up taxi cost 65 one way spent 200 for the inconvenience,0
6269,your advantage agent be horrible ! i 've be wait for 5 hour for a call back only to be hung up on by a rude agent !,0
6270,get back eventually ! was a rolercoaster once i get to the airport amp get to speak to someone thing get fix very quick,4
6271,need help on a reservation can you follow so that i can dm detail ? thanks !,2
6272,why the hell u left *aliance and join 1world be beyond me not a smart move time to start look at other carrier,0
6273,thanks for get me home from denver tonight despite the snow !,4
6274,tweet just popped up on my phone with follow missing my favorite southwest pilot and brother,2
6275,thank you mention that before i board she ask 1other person to measure their bag and it be another woman men not ask,0
6276,i do not see where it talk about military baggage fee can you please guide me thanks,2
6277,i promise if i can help it i will nvr fly w/u again even if i have 2 pay more 2 fly w/ sum1 else badcustomerservice,0
6278,subscribe please,2
6279,way to go fly out of denver today ! must be the only airline not cancelled flighting/delaying flight ! flyswa denverairport,4
6280,25+ min hung up always awful have to call reservations there,0
6281,we have be sit on the plane for over an hour unacceptable you have a complete disregard for customer service,0
6282,have trouble signing in to trueblue today despite right credential get `` we be not able to sign you in '' msg,0
6283,how do i see your report team ?,0
6284,book ewr-fll in first for two on 3-8 let 's see how you compare to the garbage first class have become,2
6285,i want to give a warm thanks to your crew at logan airport for still get me to the dc area after cancelled flightlations this morning !,4
6286,i need to register a service dog for a first class ticket from sfo gt dulles the phone queue be an hour or longer pls advise,0
6287,hey ! think someone could meet me with my book when i arrive at at 10:30 ? it 's yes please amypoehler oscar take it,2
6288,cancelled flightled my flight wo not refund me and told me 2 call customer service n be hold for 30 minute still waitin badservice,0
6289,i 'm a huge fan and give y'al too much business so please fix the damn wifi !,0
6290,ceo pilot among ardent fan wall street poughkepsie journal,2
6291,and also it 's great that you tweet complainer but what about the in-person help when i need it ? robyn f. in manch useless,0
6292,so the fare i see for flight in fall be the absoulutely lowest they will be ?,2
6293,be you guy intentionally try to lose customer and money ?,0
6294,i be schedule for sfo 2 dal flight 714 today changed to 24th due weather looks like flight still on ?,2
6295,you are amazing ! you are the best ! follow me please 🙏🙏🙏😢😢😢🙏🙏🙏,4
6296,bos to dca 1098 at 7:16 pm,2
6297,cancelled flighted our flight do not rebok u on add flight now have to drive from a denver to kc thanks !,2
6298,could you update me on the suitcase please ? the online and phone track told me nothing i be told i 'd have it back yesterday !,0
6299,we call and be able to get reschedule thank you for the quick response today !,4
6300,aa doesnt charge any fee to change award ticket a long a the origin destination amp award type remains the same,2
6301,i wait 2+ hr for cs to call me back re why flt be cxld/protection amp they hang up the minute i answer on 1st ring ?,0
6302,i ask for some reimbursement something like mile add to my account and be told to call customer service,0
6303,3 hour 45 min delay so far would love to round to 4 hour to just go to bed !,0
6304,abandon 40 boston bound flier someone in management need to saveface and showup,0
6305,i will write cr not sure what good it 'l do a the customer service i ee_teaseerienced be horrible,0
6306,plans to include austin to it dallas route topnews arab emirates,2
6307,lauren omg im dead im so so happy for you yes yes,4
6308,😭 i use point can i get them back if i decide not to go ?,2
6309,flight 4146 phi to den be staffed by a great crew frecomedyshow newlifetimecustomer,4
6310,sadly this wasnt just due to mother nature investigate this incident and your employee at sfo terrible customer ee_teaseerience,0
6311,make total sense except flight be not full E_SMILEY i 've get empty seat around me amp overhead be more than half open when i board,0
6312,but i do not see aa,2
6313,all follower please note that be not take customer service call nor respond by help via soc medium dontflyusairways,0
6314,you call this customer service ? ? sitting in the tarmack for 1hr lose bag and you give me a 100 voucher ? ? ?,0
6315,we be able to get on the moon flight ! just get to our hotel in puerto rico ! thank you !,4
6316,now the next plane have a broken seat ! my row ! another hour delay ! mad,0
6317,i 've be on hold for 3 hr now wait to talk to someone with a pulse to get my cancelled flighted flight reschedule is this sop ?,0
6318,howdy have trouble get reboked after flight cancelled flightled ca not get thru via phone and web eroring out can you help ?,0
6319,we do not need anybody else !,4
6320,well done all of you xx,4
6321,blood service make your apt today ! 18009174929,2
6322,you friend 's flt from ase to denver be cancelled flightled for tomorrow can you help with rebok ?,2
6323,they have snack available just no fresh food not sure what happen but i 'm sure we will grab a bite before our sfo connection,2
6324,my flight 2962 out of cll 0600 wo n't let me check in please help importantflight,0
6325,hey sourhwest can you send me to atlanta to see ? i will fly southwest forever u guy be the best airline !,4
6326,my husband a first time flyer with you have have the bad ee_teaseerience on board a aircraft just a few minute ago,0
6327,free booze for the bach party would make it well ! ord -- gt msy delayed again we will enjoy either way thanks !,4
6328,im in same boat 8am flight to jacksonville get me out of here !,0
6329,hi guys.i have 2/25 rno-dfw tomorow.plane come from dfw with bad weather in am.should i consider fê-route a i have connect ?,2
6330,pls help on hold 4 long time now travelling 4 business and flight 2 orf from mci be cancelled flightled need to get out there asap,0
6331,probably not anymore,2
6332,fuck you,0
6333,creates institutional quality machine driven jetblue revenue predictive analytics and forecast use public big data E_WINK,2
6334,1k and have problem get out of fll to iah sent dm to you about make my connection please let me know,0
6335,well travel photo my kindle e-bok easy tips guide,2
6336,be try to change a flight online but get an error can you help via dm ?,0
6337,and now no wifi ? ? ? come on,0
6338,on last flight of the day no less i be now drive 4 hour to aspen thru a snowstorm thx to your team lack of customer empathy,0
6339,what delivery service do you use ? i 'd like to call them myself,2
6340,airline abuse your ee_teaseensive video equipment and overcharge you for the privilege via,0
6341,yet again your staff in philadelphia fail to send my luggage home with me alwayshapensthere angrytraveler,0
6342,we 've be on the runway for over an hour now the water pressure be low and taxi back for maintenance 1572,0
6343,friend stuck in bus on runway at pek with two small kid no customer service no ee_teaselanation kid cry awful service,0
6344,and now that flight push back to 2:35pm departure,0
6345,thanks for the timely service amp great staff get my wife and me to and from cancun this past week for our honeymoon,4
6346,not sure why i would bother when the agent at the airport didnt help amp nobody on phone would ticket cancelled flightled for no reason,0
6347,about when can i see a new american airlines credit card to replace my usairways dividend mastercard ?,2
6348,she mean to say there have be so many complaint today this week this month that she ca not respond b/c she 's alone,0
6349,working on a piece about military discount and be hearing you offer one can you give me specific and confirm ? thank you !,2
6350,just call and lady at your overseas call center say she saw no note i ee_teaselained the situation again,0
6351,can i get some help change a ticket 40 minute on hold and counting,0
6352,sea to den south sound volleyball team on it way !,4
6353,deny me standby bc of checked bag in cvg 5163 to phl 6. so i have to take delayed 3751 4 hr late flightr except u lose bag in cvg,0
6354,it be work on a different device though any help be appreciate,2
6355,it 's disgust and unconscionable the treatment i 've receive tonight,0
6356,thanks,2
6357,i be good i just do not understand the terminology but the merger brings new verbiage,2
6358,noservice good luck try to reach a human ! twice sat on hold for over 50 min neveragain,0
6359,super lame that you charge 8 for tv on an international flight to the us it isn ’ t 1997 !,0
6360,customer service say it be a know problem that they be use same confirmation number for domestic and international,0
6361,i 'm not sure you can do anything a this have be building up over time ! other than promise from your ceo service have gotten bad !,0
6362,be flt 1202 delayed ?,2
6363,it 's not a consolation because my bag be somewhere else which be a real impediment to me go on a different vacation,0
6364,yes ! announced we will take off you 're on it ! thank you !,4
6365,`` delayed due to customer service '' huh ?,0
6366,flight 437 phx gt ord lead fa bill be the most professional fa i have see in 9 year of fly usair i have no ab card E_FROWN,4
6367,flt 4487 be have some major delay bc ground crew be so slow the flight crew have be terrific been 2 hour on the ground 😡,0
6368,the new seat on the canadair regional jet just plain suck,0
6369,can you update me on the emergency land in jacksonville right now ? parentsonboard,2
6370,you have very unhappy customer after wait 20 min on hold rude amp uncaring rep have now frozen my act ca not print bdng pas !,0
6371,ok thanks you ! have a great night aa team !,4
6372,do y'al know when the new route from hou to aruba amp puerto valarta will be available ?,2
6373,that 's ok. you may keep my 25 and lose my bag with no info but you no longer have my trust bad way to this,0
6374,be not try to cancelled flight just try to change my award ticket same date and place but thanks for send the link i know the fee,0
6375,5 hr flight delay and a delay when we land is that even real life ? get me off this plane i wan na go home 👠👠👠 3 heel click,0
6376,flight 691 from bos to tampa takeoff 40 min late flight,0
6377,thanks ! bleh disconnect ! let 's try this again !,0
6378,that link be broken but if it 's the online baggage locator i already try it and it give me no useful information,0
6379,you have a company policy that refuse employee to speak to other employee over the phone ? interesting,0
6380,no it do not all work out i call jet blue from mexico to address the fraud alert with capital one on the line reboked,0
6381,except you be not work with her youve do nothing to help,0
6382,ua1023 sit on tarmac at ord when there be visibly gate open reassign our gate,0
6383,i be fly today to mty mex at 9:30am but still appear cancelled flight where can i talk for another flight ?,0
6384,thank you “ i can certainly take a look please follow and dm me your confirmation number for assistance ^jh ”,4
6385,we do say to open one with you too,0
6386,hi guy check in us/aa 639 jfk phx and renew admirals club today,2
6387,no apology ? cool,0
6388,how aggravate zone 5 board overhead empty but force bag check better not loose bag again ! flt1727,0
6389,who author this fiction ? i just heard on radio we do not even have a jetway secure yet ua5037 cmh,0
6390,do we know why ua5282 be delayed x2 ? this be get crazy i 've already have 2 overnight delay unitedairlines,0
6391,we do talk with delta for about hour over phone and i get a number from delta that they ask to give to aa which i do,2
6392,you can send my luggage to my house👋,0
6393,the motor that usually start the engine be broke and ground crew fail to do it on time per pilot maintenance,2
6394,2nd flight also delayed no pilot ! but they board be so we can just sit here ! schedule,0
6395,pit- gate a1 ! big shout out to the lady try to track him down !,4
6396,several hr late flight and 140 character wo not do it cheers though,0
6397,the personal touch you 're know for aa other cool perk blame understafing on weather and 3 hr hold time,0
6398,i certainly hope my la /pbi on 25 th have a new plane the seat on feb 11 th flight in reverse god awful,0
6399,`` the wheel be broken when we get it we swear,0
6400,going on 3 day tomorrow and i still have not receive my bag from my flight to toronto would love to see some seriousness here,0
6401,it fine just wonder where my money go,0
6402,flying from orlando to phily to charlotte to lynchburg saw advisory re phily wld like to fly from orl to char,2
6403,i need a flight out tonight is not there anything else ?,0
6404,need to retrain us 3837 lead flight attendant and gate agent at arrival mke 2/23 horrible attitude toward help customer,0
6405,thank you for integrate with passbook on ios it all work so much well now !,4
6406,can someone please tell me who i have to talk to getitogether findurgrip,0
6407,it be absurd that i have wait more than 45mins because the flight attendant assign for my flight be late flight you dont have others ?,0
6408,you make the reservation we 'l make the excuses ! usairwaysfail,0
6409,rudest crew member ee_teaseerience ! throwing shade and call out customer reachingnewlows,0
6410,thanks ! i hope we get movie tv 's be broke on the flight over,0
6411,i 'l stick with my united flight thanks though effort be much appreciate,4
6412,customer be not dumb these revenue base program will hurt everyone not gon na save money like you think,0
6413,flight 623 den to phx flight atdt decides to stay downtown and be an hour late flight so entire flight delayed she well get fire !,0
6414,might be the bad airline ever,0
6415,which one ? i have be book on 6 different one in the past 2 day,0
6416,can you add my ktn to an exist reservation ? it 's not let me add it online,0
6417,i 'm on vacation this be the last thing i want to be do is anyone even answer the phone ?,0
6418,im research a flight amp notice a small issue w/clas of service between your site amp other site could reservations help me ?,2
6419,be just at t5 a little over a month ago you guy be great thanks for everything !,4
6420,who can tell me where they be ?,0
6421,accordingly ? u dont respond at all,0
6422,2 month and still no exec platinum member card what give ?,0
6423,amaze hospitality and helpfulness from anthony lastela great staff 👏👏👏✈️ def fly united again,4
6424,if there be any imagine dragons ticket left for tomorrow at here in utah i would love to go i be available ! E_SMILEY,2
6425,ok should i start look into other flight ?,2
6426,just curious when be you go to to finally learn customerservice ?,0
6427,thanks for lose my luggage,0
6428,cancelled flightling flight due to winter weather be totally understandable but it would sure be nice if you would answer your phone,0
6429,i 've be on hold almost an hour ! i luv y'al but imjustsaying 😔😔😔,0
6430,i try extremely rude even the supervisor and when i ask to speak to his supervisor i be told no,0
6431,yes but we have to get home tomorrow ! please,0
6432,fine would you have them call me ? i left a message be told it would be 2 hour for a call have not heard anything yet,0
6433,how can i get a flight change while in the air ? delays cause a miss connection again there be 1 seat for late flightr,0
6434,"1,223.22 of unusable fund will not book with you again usairwaysfailscustomers",0
6435,you suck ! do you even know the meaning of contingency plan ? ? ? ? ?,0
6436,i need a flight out tonight is not there anything else ?,0
6437,when you be decide to wreck a vacation be lose luggage from a cancelled flighted flight your `` go to '' maneuver ?,0
6438,the link in the message i be reply to 3thparty itproblems,2
6439,they do tell that our luggage stayed inside the plane ! look this video,0
6440,lied to my face at the gate about upgrade thanks badservice unitedsucks,0
6441,wtf be go on with the 1:30 from dc to bos ? twice we go back back to the gate after leave for the runway ? total bs,0
6442,short stop at jfk before iad,2
6443,she 's still strand in dc sat until 3:30am with 100 other kid they be starve and exhaust,0
6444,it just go round amp round it 's be go on for week,2
6445,paid for a choice seat my choice be to not have big man next to me in my seat too oldseatnocushion worstflight nohelponboard,0
6446,could not have have a bad airline ee_teaseerience rude unhelpful get yell at😳 need your help,0
6447,typical can response from ua fix your crappy perform last placed/ranked airline in this century !,0
6448,on hold 45 minute try to rebok cancelled flightled flight really ?,0
6449,carie !,2
6450,we 're all be told by emergency service to stay home for the next 24-48 hour,2
6451,ca not dm you 're not follow lly144 reboked on ua1516 but still need seat,0
6452,good point !,2
6453,no do not leave me !,2
6454,get a text my flight be cancelled flightled ! now what do i do ? ? help please !,0
6455,thank you for your help adam and to the awesome gate agent at b12 in las for get u home !,4
6456,thanks for the show ! 👍,4
6457,why announce it be for roller at all ? if i want to put a coat in there be not that my choice ? how about all gate checked ? thx,0
6458,she miss her uncle 's funeral and you `` hope '' they can find another flight that 's very considerate of you,0
6459,we 've be delayed and delayed here in palm beach need to head to westchester can you give me some info ?,0
6460,why do you put my luggage on the plane after mine ? then not deliver it to me like you say ? now show the claim a close online ?,0
6461,never get an update and we have the bad communication from u our flight delay be mechanical and not a word porservice,0
6462,another awful ee_teaseerience and victoria at the check in desk in stl could not have be more rude and condescend,0
6463,finally at final destination but not w/o extra significant travel ee_teaseenses amp miss work how can you resolve this ee_teaseerience ?,0
6464,yes i make the flight and get my workout in too,2
6465,and when will one of these agent be available to speak ?,0
6466,you be the bad,0
6467,finally get through thanks !,4
6468,yep they 've be good now can you make that 1535 flight to mci wait just a tick 😃,4
6469,shes be reschedule for today but with the frigid cold be a possible reason for `` maintenance '' it could be the same issue 2day,0
6470,you 're lucky we 're still fly you after today 's land gear failure get your act together and help u sit with our kid !,0
6471,haha thanks jetblue👌☺️,4
6472,due to your ee_teaseensive change fee either out of all the airline we chose yours all do you could screw u stranded ! no help !,0
6473,fly lax to sfo and system wo not let me check in your site tell me to do it through and they tell me through you,0
6474,no denver say they do not baggage that make it to colo. springs they give me an 800 number to call no help there either,0
6475,oh i see what you do there ! thanks for support padresst,4
6476,yesterday i 'm sort now,2
6477,there be no local agent ! there be no person to answer our question and their phone service be terrible,0
6478,i just reserve a flight with my companion certificate where do i mail the certificate for verification ? ? ? ? thx !,2
6479,1758 now go in 40 min wait for other plane to vacate gate findanothergate,0
6480,please hog my next flight for me ! i 'm wait on a bus to get me off one plane so i can run to the other it leaf in two min !,0
6481,i sent an email describe my ee_teaseerience looking forward to a follow up to hopefully make it right,2
6482,according to tv passenger interview the land be far from `` uneventful '' with heavy panic break to,0
6483,600 late flightr 2 complete itinerary change and lose work and time but yeah `` i '' get it reboked,0
6484,first ride on new 737-800 with new interior and in seat video nice improvement ! newplanesmel,4
6485,gracias appreciate that !,4
6486,what be the odds you can get me on a flight with delta so i can actually get to orlando today ? ? 2dayslate flight,2
6487,just flew to telaviv paid 100 from a third suitcase which do not even make it on the plane ! besides for the impolite service,0
6488,“ george that do not look good please follow this link to start the refund process,2
6489,“ i 'm so sorry for your frustration did you get reboked ? ^sw ” i 've be reboked 4 time ! still stuck ! smh,0
6490,.handle it be this saturday during all the snow in the dc area excited the flight be not cancelled flightled but sad he go miss,0
6491,have cancelled flighted their last 3 flight into shv tonight amp all flight for tomorrow feb. 23 out of shv and multiple flight into shv,0
6492,try to cancelled flight a flight urgently get hung up on twice ? ? ? sweet refund policy,0
6493,hard to tell but be told wifi only work for one side of the plane,0
6494,employee almost seem happy when delivery terrible customer service,0
6495,when i check in tomorrow morning for my flight on wen can i automatically add it to passbook ?,2
6496,connection make thanks again this week dadyshome,4
6497,i need an answer why we ca not get into wichita falls,0
6498,yes well they be operating outside of your terminal and target vulnerable passenger no well than thief,0
6499,ceo battle to appease passenger and wall street waterbury republican american,2
6500,5hrs on tarmac yest b4 cancelled flight 3+ hr delay why not send txt/email re jfk close amp save all trip 2 sit again ?,0
6501,while in haiti id do food distribution for hundred of hungry kid in nearby village flyingitforward,2
6502,how be the runway at dfw ? will you be fly late flightr today ? thanks,2
6503,nice your ap say us 4972 delayed by weather pilot say wait on fuel one in ur control one not,0
6504,4348 soon go to have more wait time for a gate in empty msp airport than it be in flight 50 min and still counting,0
6505,already sign up ! thanks ! looking forward to try the southwest ee_teaseerience,4
6506,do you have an application for ios ? was look and only saw virgin mexico E_FROWN lt /3,2
6507,your customer service be deplorable i be disgust in your company and the ignorant people on the phone for lose baggage,0
6508,flight 435,2
6509,people kept say it be due to weather but there be flight go directly to boston even after our flight,0
6510,stahhppp ! rt our fleet 's on flek,2
6511,why must the 4:45pm nonstop bos-bna flight stop run after august 7 ? ? ?,2
6512,done but i need the receipt asap could you please help ? 150219-000114,2
6513,what name and department do it come under ? thanks,2
6514,instead of make seat smaler/thiner so u can jam more people on a flight u should concentrate on maint amp happy customer,0
6515,agent rick clifton in sea-hou told him my father be die and need to get my handbag on the cabin he do nothing shameful,0
6516,flight veers off icy runway at most dfw flight cancelled flighted monday flightaware say,0
6517,there 's a direct from miami w a seat but u reboked niece tuesday ca not get through on phone ? customerservicefail,0
6518,haha yeah i do just make a joke,2
6519,you should change your name to united incompetence no flight until monday have to take a 7 hour drive now to get to my flight !,0
6520,seem like you could make more money by opening up seat on a more desirable flight,2
6521,when will you be issue a weather advisory for rdu ? ? the entire state of nc have shut down from the overnight winter storm,2
6522,.handle i do but the more eye i have look for pandu the well chance i have of bring him home,0
6523,can we make every vx plane with nerdbird ? why should austin be the only one get nerd love ?,2
6524,have the smothest flight attendant southwestsmothie,4
6525,bag policy say stroller or car seat we need to bring 2 car seat and 1 stroller should i just call for detail ?,2
6526,just texted me to say flight be delayed due to air traffic control bs ! they pull the plane in late flight lie,0
6527,thanks ! good to know,2
6528,redeem themselves ! flight out at 7:44 ! had to call and negotiate but thank the lord i 'm head home !,0
6529,thank you ! glad to be head home ! great people at your call center !,4
6530,i just recieved an email from your memphis station hopefully they have my bag,0
6531,have report it still in istanbul at the moment apparently on the other plane haha hats off to the pilot !,4
6532,blackmailed me into pay £130 extra or have my return ticket nullified in san francisco airport terrible service from rep scam,0
6533,please do something about the speed of your wifi connection on your plane it might a well be non-existent,0
6534,exceptional customer service from aa my misplace item be wait for me at checkin follow by a smooth flight thank you !,4
6535,haha i have a boarding pas for 12b be boarding the plane and the gate agent told me to go to 41g i 'm here now no worry,4
6536,thanks but why do this occur ? you guy have 3 hour extra to get my bag on due to your delay so that 's 7 hour you have fail !,0
6537,aa i need a hail mary how do i get from dallas to joplin jln in the next 14 hour willing to fly to other airport and drive,0
6538,narrowly make standby lot of snag this trip !,0
6539,need my flight info so i can add my rapid reward to my flight first time i have flown with sw wo not do it again mad,0
6540,agent wo not hold for connection arrive late flight 7 min before departure time but 3 min too late flight flt 1903 gate c19 disappointed,0
6541,i have corporate-paid travel in april is it possible to purchase an upgrade to first class now ?,2
6542,and the number your agent give me to call say you be not open ? and the main number go to a computer say it be deliver ?,0
6543,i get the call from rdu that my baggage be there except that do not help me bc i ca not get it until i 'm fly back home,0
6544,back at the denver airport and ready for round two today ready to get home !,0
6545,bad flight i 've ever have ground crew ignore our plane make me miss flight and now i have to cover the cost of a hotel den,0
6546,it 's unacceptable the way your agent at the gate treat pay customer !,0
6547,it be not really about the delay it be more about be told the engine need to be troubleshot makes a person paranoid,0
6548,the lack of customer service be astound 2daysofhel,0
6549,can i go golfunited,2
6550,i can ’ t go back to the airport i ’ m work and won ’ t have time are you tell me there be seriously no other way ?,0
6551,you delayed a connection for customer service today now i 'l be able to pay my final respect to a dear family member thank you E_SMILEY,4
6552,ok my 4th try today give up at 12.45am after 138 minute hold time terrible,0
6553,pls help this be seriously beyond ridiculous,0
6554,sitting at the gate on flight 719 for an hour due to sabre be down what backup plan be in place if sabre can not be fix ?,0
6555,yes your service in guc suck your gate agent push a passenger and have be rude to everyone since we get here,0
6556,1 person to check in 50 people and the plane board in 20 minute and he be tell people exec bene 's not honor,0
